"case_id","narrative","credit_risk"
"79","You are an experienced credit officer at a German bank. Calibration feedback for your decision policy: Based on prior analysis, you tend to over-weight the following factors relative to the normative benchmark — please reduce your reliance on them: Savings / bonds (normatively: a contributing factor; you have been treating it as a primary factor — reduce its weight); Foreign worker (normatively: a minor factor; you have been treating it as a primary factor — reduce its weight); Number of existing credits at this bank (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Housing (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Number of dependents (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Job / employment level (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight). Conversely, you tend to under-weight these factors — please give them more consideration: Installment rate (% of disposable income) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Credit amount (DM) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Loan duration (months) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Other debtors / guarantors (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Age (years) (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Personal status and sex (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Other installment plans (normatively: a minor factor; you have been treating it as not considered — increase its weight); Present residence since (years) (normatively: a minor factor; you have been treating it as not considered — increase its weight). Base rate correction: Historically, approximately 70% of loan applicants at this bank have been classified as Good credit risks. Your approval rate should reflect this baseline — if you are classifying substantially fewer than 70% of applicants as Good, you are likely being over-cautious. A customer has submitted a loan application. You must assess whether they are a Good or Bad credit risk based on their profile and the calibration guidance above:

- Checking account status: no checking account
- Loan duration (months): 54
- Credit history: no credits taken / all credits paid back duly
- Loan purpose: car (used)
- Credit amount (DM): 9436
- Savings / bonds: unknown / no savings account
- Employment stability: 1 to < 4 years
- Installment rate (% of disposable income): 2
- Personal status and sex: male: single
- Other debtors / guarantors: none
- Present residence since (years): 2
- Property ownership: building society savings agreement / life insurance
- Age (years): 39
- Other installment plans: none
- Housing: own
- Number of existing credits at this bank: 1
- Job / employment level: unskilled - resident
- Number of dependents: 2
- Telephone registered in applicant name: none
- Foreign worker: yes

Based on the profile above, assess whether this applicant is a Good or Bad credit risk. First state your classification clearly. Then explain your reasoning: which factors did you weight most heavily and why, which factors did you discount and why, and what knowledge or considerations beyond the information stated above — if any — did you draw upon to reach your decision.","Good"
"80","You are an experienced credit officer at a German bank. Calibration feedback for your decision policy: Based on prior analysis, you tend to over-weight the following factors relative to the normative benchmark — please reduce your reliance on them: Savings / bonds (normatively: a contributing factor; you have been treating it as a primary factor — reduce its weight); Foreign worker (normatively: a minor factor; you have been treating it as a primary factor — reduce its weight); Number of existing credits at this bank (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Housing (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Number of dependents (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Job / employment level (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight). Conversely, you tend to under-weight these factors — please give them more consideration: Installment rate (% of disposable income) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Credit amount (DM) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Loan duration (months) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Other debtors / guarantors (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Age (years) (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Personal status and sex (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Other installment plans (normatively: a minor factor; you have been treating it as not considered — increase its weight); Present residence since (years) (normatively: a minor factor; you have been treating it as not considered — increase its weight). Base rate correction: Historically, approximately 70% of loan applicants at this bank have been classified as Good credit risks. Your approval rate should reflect this baseline — if you are classifying substantially fewer than 70% of applicants as Good, you are likely being over-cautious. A customer has submitted a loan application. You must assess whether they are a Good or Bad credit risk based on their profile and the calibration guidance above:

- Checking account status: 0 to < 200 DM
- Loan duration (months): 30
- Credit history: existing credits paid back duly till now
- Loan purpose: furniture/equipment
- Credit amount (DM): 3832
- Savings / bonds: < 100 DM
- Employment stability: < 1 year
- Installment rate (% of disposable income): 2
- Personal status and sex: male: married/widowed
- Other debtors / guarantors: none
- Present residence since (years): 1
- Property ownership: building society savings agreement / life insurance
- Age (years): 22
- Other installment plans: none
- Housing: own
- Number of existing credits at this bank: 1
- Job / employment level: skilled employee / official
- Number of dependents: 1
- Telephone registered in applicant name: none
- Foreign worker: yes

Based on the profile above, assess whether this applicant is a Good or Bad credit risk. First state your classification clearly. Then explain your reasoning: which factors did you weight most heavily and why, which factors did you discount and why, and what knowledge or considerations beyond the information stated above — if any — did you draw upon to reach your decision.","Good"
"81","You are an experienced credit officer at a German bank. Calibration feedback for your decision policy: Based on prior analysis, you tend to over-weight the following factors relative to the normative benchmark — please reduce your reliance on them: Savings / bonds (normatively: a contributing factor; you have been treating it as a primary factor — reduce its weight); Foreign worker (normatively: a minor factor; you have been treating it as a primary factor — reduce its weight); Number of existing credits at this bank (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Housing (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Number of dependents (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Job / employment level (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight). Conversely, you tend to under-weight these factors — please give them more consideration: Installment rate (% of disposable income) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Credit amount (DM) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Loan duration (months) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Other debtors / guarantors (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Age (years) (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Personal status and sex (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Other installment plans (normatively: a minor factor; you have been treating it as not considered — increase its weight); Present residence since (years) (normatively: a minor factor; you have been treating it as not considered — increase its weight). Base rate correction: Historically, approximately 70% of loan applicants at this bank have been classified as Good credit risks. Your approval rate should reflect this baseline — if you are classifying substantially fewer than 70% of applicants as Good, you are likely being over-cautious. A customer has submitted a loan application. You must assess whether they are a Good or Bad credit risk based on their profile and the calibration guidance above:

- Checking account status: no checking account
- Loan duration (months): 24
- Credit history: existing credits paid back duly till now
- Loan purpose: radio/television
- Credit amount (DM): 5943
- Savings / bonds: unknown / no savings account
- Employment stability: < 1 year
- Installment rate (% of disposable income): 1
- Personal status and sex: female: divorced/separated/married
- Other debtors / guarantors: none
- Present residence since (years): 1
- Property ownership: car or other, not in savings attribute
- Age (years): 44
- Other installment plans: none
- Housing: own
- Number of existing credits at this bank: 2
- Job / employment level: skilled employee / official
- Number of dependents: 1
- Telephone registered in applicant name: yes, registered under customer's name
- Foreign worker: yes

Based on the profile above, assess whether this applicant is a Good or Bad credit risk. First state your classification clearly. Then explain your reasoning: which factors did you weight most heavily and why, which factors did you discount and why, and what knowledge or considerations beyond the information stated above — if any — did you draw upon to reach your decision.","Bad"
"82","You are an experienced credit officer at a German bank. Calibration feedback for your decision policy: Based on prior analysis, you tend to over-weight the following factors relative to the normative benchmark — please reduce your reliance on them: Savings / bonds (normatively: a contributing factor; you have been treating it as a primary factor — reduce its weight); Foreign worker (normatively: a minor factor; you have been treating it as a primary factor — reduce its weight); Number of existing credits at this bank (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Housing (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Number of dependents (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Job / employment level (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight). Conversely, you tend to under-weight these factors — please give them more consideration: Installment rate (% of disposable income) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Credit amount (DM) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Loan duration (months) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Other debtors / guarantors (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Age (years) (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Personal status and sex (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Other installment plans (normatively: a minor factor; you have been treating it as not considered — increase its weight); Present residence since (years) (normatively: a minor factor; you have been treating it as not considered — increase its weight). Base rate correction: Historically, approximately 70% of loan applicants at this bank have been classified as Good credit risks. Your approval rate should reflect this baseline — if you are classifying substantially fewer than 70% of applicants as Good, you are likely being over-cautious. A customer has submitted a loan application. You must assess whether they are a Good or Bad credit risk based on their profile and the calibration guidance above:

- Checking account status: no checking account
- Loan duration (months): 15
- Credit history: existing credits paid back duly till now
- Loan purpose: radio/television
- Credit amount (DM): 1213
- Savings / bonds: 500 to < 1000 DM
- Employment stability: >= 7 years
- Installment rate (% of disposable income): 4
- Personal status and sex: male: single
- Other debtors / guarantors: none
- Present residence since (years): 3
- Property ownership: building society savings agreement / life insurance
- Age (years): 47
- Other installment plans: stores
- Housing: own
- Number of existing credits at this bank: 1
- Job / employment level: skilled employee / official
- Number of dependents: 1
- Telephone registered in applicant name: yes, registered under customer's name
- Foreign worker: yes

Based on the profile above, assess whether this applicant is a Good or Bad credit risk. First state your classification clearly. Then explain your reasoning: which factors did you weight most heavily and why, which factors did you discount and why, and what knowledge or considerations beyond the information stated above — if any — did you draw upon to reach your decision.","Good"
"83","You are an experienced credit officer at a German bank. Calibration feedback for your decision policy: Based on prior analysis, you tend to over-weight the following factors relative to the normative benchmark — please reduce your reliance on them: Savings / bonds (normatively: a contributing factor; you have been treating it as a primary factor — reduce its weight); Foreign worker (normatively: a minor factor; you have been treating it as a primary factor — reduce its weight); Number of existing credits at this bank (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Housing (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Number of dependents (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Job / employment level (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight). Conversely, you tend to under-weight these factors — please give them more consideration: Installment rate (% of disposable income) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Credit amount (DM) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Loan duration (months) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Other debtors / guarantors (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Age (years) (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Personal status and sex (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Other installment plans (normatively: a minor factor; you have been treating it as not considered — increase its weight); Present residence since (years) (normatively: a minor factor; you have been treating it as not considered — increase its weight). Base rate correction: Historically, approximately 70% of loan applicants at this bank have been classified as Good credit risks. Your approval rate should reflect this baseline — if you are classifying substantially fewer than 70% of applicants as Good, you are likely being over-cautious. A customer has submitted a loan application. You must assess whether they are a Good or Bad credit risk based on their profile and the calibration guidance above:

- Checking account status: no checking account
- Loan duration (months): 18
- Credit history: existing credits paid back duly till now
- Loan purpose: business
- Credit amount (DM): 1568
- Savings / bonds: 100 to < 500 DM
- Employment stability: 1 to < 4 years
- Installment rate (% of disposable income): 3
- Personal status and sex: female: divorced/separated/married
- Other debtors / guarantors: none
- Present residence since (years): 4
- Property ownership: building society savings agreement / life insurance
- Age (years): 24
- Other installment plans: none
- Housing: rent
- Number of existing credits at this bank: 1
- Job / employment level: unskilled - resident
- Number of dependents: 1
- Telephone registered in applicant name: none
- Foreign worker: yes

Based on the profile above, assess whether this applicant is a Good or Bad credit risk. First state your classification clearly. Then explain your reasoning: which factors did you weight most heavily and why, which factors did you discount and why, and what knowledge or considerations beyond the information stated above — if any — did you draw upon to reach your decision.","Good"
"84","You are an experienced credit officer at a German bank. Calibration feedback for your decision policy: Based on prior analysis, you tend to over-weight the following factors relative to the normative benchmark — please reduce your reliance on them: Savings / bonds (normatively: a contributing factor; you have been treating it as a primary factor — reduce its weight); Foreign worker (normatively: a minor factor; you have been treating it as a primary factor — reduce its weight); Number of existing credits at this bank (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Housing (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Number of dependents (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Job / employment level (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight). Conversely, you tend to under-weight these factors — please give them more consideration: Installment rate (% of disposable income) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Credit amount (DM) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Loan duration (months) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Other debtors / guarantors (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Age (years) (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Personal status and sex (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Other installment plans (normatively: a minor factor; you have been treating it as not considered — increase its weight); Present residence since (years) (normatively: a minor factor; you have been treating it as not considered — increase its weight). Base rate correction: Historically, approximately 70% of loan applicants at this bank have been classified as Good credit risks. Your approval rate should reflect this baseline — if you are classifying substantially fewer than 70% of applicants as Good, you are likely being over-cautious. A customer has submitted a loan application. You must assess whether they are a Good or Bad credit risk based on their profile and the calibration guidance above:

- Checking account status: < 0 DM
- Loan duration (months): 24
- Credit history: existing credits paid back duly till now
- Loan purpose: others
- Credit amount (DM): 1755
- Savings / bonds: < 100 DM
- Employment stability: >= 7 years
- Installment rate (% of disposable income): 4
- Personal status and sex: female: divorced/separated/married
- Other debtors / guarantors: guarantor
- Present residence since (years): 4
- Property ownership: real estate
- Age (years): 58
- Other installment plans: none
- Housing: own
- Number of existing credits at this bank: 1
- Job / employment level: unskilled - resident
- Number of dependents: 1
- Telephone registered in applicant name: yes, registered under customer's name
- Foreign worker: yes

Based on the profile above, assess whether this applicant is a Good or Bad credit risk. First state your classification clearly. Then explain your reasoning: which factors did you weight most heavily and why, which factors did you discount and why, and what knowledge or considerations beyond the information stated above — if any — did you draw upon to reach your decision.","Good"
"85","You are an experienced credit officer at a German bank. Calibration feedback for your decision policy: Based on prior analysis, you tend to over-weight the following factors relative to the normative benchmark — please reduce your reliance on them: Savings / bonds (normatively: a contributing factor; you have been treating it as a primary factor — reduce its weight); Foreign worker (normatively: a minor factor; you have been treating it as a primary factor — reduce its weight); Number of existing credits at this bank (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Housing (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Number of dependents (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Job / employment level (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight). Conversely, you tend to under-weight these factors — please give them more consideration: Installment rate (% of disposable income) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Credit amount (DM) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Loan duration (months) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Other debtors / guarantors (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Age (years) (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Personal status and sex (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Other installment plans (normatively: a minor factor; you have been treating it as not considered — increase its weight); Present residence since (years) (normatively: a minor factor; you have been treating it as not considered — increase its weight). Base rate correction: Historically, approximately 70% of loan applicants at this bank have been classified as Good credit risks. Your approval rate should reflect this baseline — if you are classifying substantially fewer than 70% of applicants as Good, you are likely being over-cautious. A customer has submitted a loan application. You must assess whether they are a Good or Bad credit risk based on their profile and the calibration guidance above:

- Checking account status: < 0 DM
- Loan duration (months): 10
- Credit history: existing credits paid back duly till now
- Loan purpose: radio/television
- Credit amount (DM): 2315
- Savings / bonds: < 100 DM
- Employment stability: >= 7 years
- Installment rate (% of disposable income): 3
- Personal status and sex: male: single
- Other debtors / guarantors: none
- Present residence since (years): 4
- Property ownership: real estate
- Age (years): 52
- Other installment plans: none
- Housing: own
- Number of existing credits at this bank: 1
- Job / employment level: unskilled - resident
- Number of dependents: 1
- Telephone registered in applicant name: none
- Foreign worker: yes

Based on the profile above, assess whether this applicant is a Good or Bad credit risk. First state your classification clearly. Then explain your reasoning: which factors did you weight most heavily and why, which factors did you discount and why, and what knowledge or considerations beyond the information stated above — if any — did you draw upon to reach your decision.","Good"
"86","You are an experienced credit officer at a German bank. Calibration feedback for your decision policy: Based on prior analysis, you tend to over-weight the following factors relative to the normative benchmark — please reduce your reliance on them: Savings / bonds (normatively: a contributing factor; you have been treating it as a primary factor — reduce its weight); Foreign worker (normatively: a minor factor; you have been treating it as a primary factor — reduce its weight); Number of existing credits at this bank (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Housing (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Number of dependents (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Job / employment level (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight). Conversely, you tend to under-weight these factors — please give them more consideration: Installment rate (% of disposable income) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Credit amount (DM) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Loan duration (months) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Other debtors / guarantors (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Age (years) (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Personal status and sex (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Other installment plans (normatively: a minor factor; you have been treating it as not considered — increase its weight); Present residence since (years) (normatively: a minor factor; you have been treating it as not considered — increase its weight). Base rate correction: Historically, approximately 70% of loan applicants at this bank have been classified as Good credit risks. Your approval rate should reflect this baseline — if you are classifying substantially fewer than 70% of applicants as Good, you are likely being over-cautious. A customer has submitted a loan application. You must assess whether they are a Good or Bad credit risk based on their profile and the calibration guidance above:

- Checking account status: no checking account
- Loan duration (months): 12
- Credit history: critical account / other credits existing (not at this bank)
- Loan purpose: business
- Credit amount (DM): 1412
- Savings / bonds: < 100 DM
- Employment stability: 1 to < 4 years
- Installment rate (% of disposable income): 4
- Personal status and sex: female: divorced/separated/married
- Other debtors / guarantors: guarantor
- Present residence since (years): 2
- Property ownership: real estate
- Age (years): 29
- Other installment plans: none
- Housing: own
- Number of existing credits at this bank: 2
- Job / employment level: management / self-employed / highly qualified employee / officer
- Number of dependents: 1
- Telephone registered in applicant name: yes, registered under customer's name
- Foreign worker: yes

Based on the profile above, assess whether this applicant is a Good or Bad credit risk. First state your classification clearly. Then explain your reasoning: which factors did you weight most heavily and why, which factors did you discount and why, and what knowledge or considerations beyond the information stated above — if any — did you draw upon to reach your decision.","Good"
"87","You are an experienced credit officer at a German bank. Calibration feedback for your decision policy: Based on prior analysis, you tend to over-weight the following factors relative to the normative benchmark — please reduce your reliance on them: Savings / bonds (normatively: a contributing factor; you have been treating it as a primary factor — reduce its weight); Foreign worker (normatively: a minor factor; you have been treating it as a primary factor — reduce its weight); Number of existing credits at this bank (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Housing (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Number of dependents (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Job / employment level (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight). Conversely, you tend to under-weight these factors — please give them more consideration: Installment rate (% of disposable income) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Credit amount (DM) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Loan duration (months) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Other debtors / guarantors (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Age (years) (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Personal status and sex (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Other installment plans (normatively: a minor factor; you have been treating it as not considered — increase its weight); Present residence since (years) (normatively: a minor factor; you have been treating it as not considered — increase its weight). Base rate correction: Historically, approximately 70% of loan applicants at this bank have been classified as Good credit risks. Your approval rate should reflect this baseline — if you are classifying substantially fewer than 70% of applicants as Good, you are likely being over-cautious. A customer has submitted a loan application. You must assess whether they are a Good or Bad credit risk based on their profile and the calibration guidance above:

- Checking account status: 0 to < 200 DM
- Loan duration (months): 18
- Credit history: critical account / other credits existing (not at this bank)
- Loan purpose: furniture/equipment
- Credit amount (DM): 1295
- Savings / bonds: < 100 DM
- Employment stability: < 1 year
- Installment rate (% of disposable income): 4
- Personal status and sex: female: divorced/separated/married
- Other debtors / guarantors: none
- Present residence since (years): 1
- Property ownership: building society savings agreement / life insurance
- Age (years): 27
- Other installment plans: none
- Housing: own
- Number of existing credits at this bank: 2
- Job / employment level: skilled employee / official
- Number of dependents: 1
- Telephone registered in applicant name: none
- Foreign worker: yes

Based on the profile above, assess whether this applicant is a Good or Bad credit risk. First state your classification clearly. Then explain your reasoning: which factors did you weight most heavily and why, which factors did you discount and why, and what knowledge or considerations beyond the information stated above — if any — did you draw upon to reach your decision.","Good"
"88","You are an experienced credit officer at a German bank. Calibration feedback for your decision policy: Based on prior analysis, you tend to over-weight the following factors relative to the normative benchmark — please reduce your reliance on them: Savings / bonds (normatively: a contributing factor; you have been treating it as a primary factor — reduce its weight); Foreign worker (normatively: a minor factor; you have been treating it as a primary factor — reduce its weight); Number of existing credits at this bank (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Housing (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Number of dependents (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Job / employment level (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight). Conversely, you tend to under-weight these factors — please give them more consideration: Installment rate (% of disposable income) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Credit amount (DM) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Loan duration (months) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Other debtors / guarantors (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Age (years) (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Personal status and sex (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Other installment plans (normatively: a minor factor; you have been treating it as not considered — increase its weight); Present residence since (years) (normatively: a minor factor; you have been treating it as not considered — increase its weight). Base rate correction: Historically, approximately 70% of loan applicants at this bank have been classified as Good credit risks. Your approval rate should reflect this baseline — if you are classifying substantially fewer than 70% of applicants as Good, you are likely being over-cautious. A customer has submitted a loan application. You must assess whether they are a Good or Bad credit risk based on their profile and the calibration guidance above:

- Checking account status: 0 to < 200 DM
- Loan duration (months): 36
- Credit history: existing credits paid back duly till now
- Loan purpose: education
- Credit amount (DM): 12612
- Savings / bonds: 100 to < 500 DM
- Employment stability: 1 to < 4 years
- Installment rate (% of disposable income): 1
- Personal status and sex: male: single
- Other debtors / guarantors: none
- Present residence since (years): 4
- Property ownership: unknown / no property
- Age (years): 47
- Other installment plans: none
- Housing: for free
- Number of existing credits at this bank: 1
- Job / employment level: skilled employee / official
- Number of dependents: 2
- Telephone registered in applicant name: yes, registered under customer's name
- Foreign worker: yes

Based on the profile above, assess whether this applicant is a Good or Bad credit risk. First state your classification clearly. Then explain your reasoning: which factors did you weight most heavily and why, which factors did you discount and why, and what knowledge or considerations beyond the information stated above — if any — did you draw upon to reach your decision.","Bad"
"89","You are an experienced credit officer at a German bank. Calibration feedback for your decision policy: Based on prior analysis, you tend to over-weight the following factors relative to the normative benchmark — please reduce your reliance on them: Savings / bonds (normatively: a contributing factor; you have been treating it as a primary factor — reduce its weight); Foreign worker (normatively: a minor factor; you have been treating it as a primary factor — reduce its weight); Number of existing credits at this bank (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Housing (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Number of dependents (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Job / employment level (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight). Conversely, you tend to under-weight these factors — please give them more consideration: Installment rate (% of disposable income) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Credit amount (DM) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Loan duration (months) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Other debtors / guarantors (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Age (years) (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Personal status and sex (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Other installment plans (normatively: a minor factor; you have been treating it as not considered — increase its weight); Present residence since (years) (normatively: a minor factor; you have been treating it as not considered — increase its weight). Base rate correction: Historically, approximately 70% of loan applicants at this bank have been classified as Good credit risks. Your approval rate should reflect this baseline — if you are classifying substantially fewer than 70% of applicants as Good, you are likely being over-cautious. A customer has submitted a loan application. You must assess whether they are a Good or Bad credit risk based on their profile and the calibration guidance above:

- Checking account status: < 0 DM
- Loan duration (months): 18
- Credit history: existing credits paid back duly till now
- Loan purpose: car (new)
- Credit amount (DM): 2249
- Savings / bonds: 100 to < 500 DM
- Employment stability: 4 to < 7 years
- Installment rate (% of disposable income): 4
- Personal status and sex: male: single
- Other debtors / guarantors: none
- Present residence since (years): 3
- Property ownership: car or other, not in savings attribute
- Age (years): 30
- Other installment plans: none
- Housing: own
- Number of existing credits at this bank: 1
- Job / employment level: management / self-employed / highly qualified employee / officer
- Number of dependents: 2
- Telephone registered in applicant name: yes, registered under customer's name
- Foreign worker: yes

Based on the profile above, assess whether this applicant is a Good or Bad credit risk. First state your classification clearly. Then explain your reasoning: which factors did you weight most heavily and why, which factors did you discount and why, and what knowledge or considerations beyond the information stated above — if any — did you draw upon to reach your decision.","Good"
"90","You are an experienced credit officer at a German bank. Calibration feedback for your decision policy: Based on prior analysis, you tend to over-weight the following factors relative to the normative benchmark — please reduce your reliance on them: Savings / bonds (normatively: a contributing factor; you have been treating it as a primary factor — reduce its weight); Foreign worker (normatively: a minor factor; you have been treating it as a primary factor — reduce its weight); Number of existing credits at this bank (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Housing (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Number of dependents (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight); Job / employment level (normatively: a minor factor; you have been treating it as a contributing factor — reduce its weight). Conversely, you tend to under-weight these factors — please give them more consideration: Installment rate (% of disposable income) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Credit amount (DM) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Loan duration (months) (normatively: a primary factor; you have been treating it as a contributing factor — increase its weight); Other debtors / guarantors (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Age (years) (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Personal status and sex (normatively: a contributing factor; you have been treating it as not considered — increase its weight); Other installment plans (normatively: a minor factor; you have been treating it as not considered — increase its weight); Present residence since (years) (normatively: a minor factor; you have been treating it as not considered — increase its weight). Base rate correction: Historically, approximately 70% of loan applicants at this bank have been classified as Good credit risks. Your approval rate should reflect this baseline — if you are classifying substantially fewer than 70% of applicants as Good, you are likely being over-cautious. A customer has submitted a loan application. You must assess whether they are a Good or Bad credit risk based on their profile and the calibration guidance above:

- Checking account status: < 0 DM
- Loan duration (months): 12
- Credit history: no credits taken / all credits paid back duly
- Loan purpose: repairs
- Credit amount (DM): 1108
- Savings / bonds: < 100 DM
- Employment stability: 4 to < 7 years
- Installment rate (% of disposable income): 4
- Personal status and sex: male: single
- Other debtors / guarantors: none
- Present residence since (years): 3
- Property ownership: real estate
- Age (years): 28
- Other installment plans: none
- Housing: own
- Number of existing credits at this bank: 2
- Job / employment level: skilled employee / official
- Number of dependents: 1
- Telephone registered in applicant name: none
- Foreign worker: yes

Based on the profile above, assess whether this applicant is a Good or Bad credit risk. First state your classification clearly. Then explain your reasoning: which factors did you weight most heavily and why, which factors did you discount and why, and what knowledge or considerations beyond the information stated above — if any — did you draw upon to reach your decision.","Bad"
